river,reachid,Str_Order,iso_pred,assignment_sum,assignment_individuals,assignment_rescale,assignment_norm
Kusko,462,4,0.706754474,0,0,0,0
Kusko,393,3,0.706816927,0,0,0,0
Kusko,772,4,0.706377865,0,0,0,0
Kusko,278,4,0.706871032,0,0,0,0
Kusko,281,4,0.706748259,0,0,0,0
Kusko,284,4,0.707010293,0,0,0,0
Kusko,302,3,0.706834134,0,0,0,0
Kusko,307,4,0.706857669,0,0,0,0
Kusko,308,4,0.706837876,0,0,0,0
Kusko,312,4,0.707002547,0,0,0,0
Kusko,339,3,0.705697467,0,0,0,0
Kusko,347,3,0.70693026,0,0,0,0
Kusko,364,4,0.707002547,0,0,0,0
Kusko,367,4,0.70693026,0,0,0,0
Kusko,368,4,0.706754474,0,0,0,0
Kusko,369,3,0.706590296,0,0,0,0
Kusko,375,3,0.706998438,0,0,0,0
Kusko,377,3,0.70693026,0,0,0,0
Kusko,380,3,0.706828389,0,0,0,0
Kusko,395,3,0.706846676,0,0,0,0
Kusko,396,3,0.706590296,0,0,0,0
Kusko,409,3,0.706846676,0,0,0,0
Kusko,411,5,0.706811908,0,0,0,0
Kusko,415,3,0.706796828,0,0,0,0
Kusko,416,5,0.706754474,0,0,0,0
Kusko,417,4,0.706831359,0,0,0,0
Kusko,419,3,0.706816927,0,0,0,0
Kusko,694,4,0.707576719,0,0,0,0
Kusko,696,3,0.70681130700000006,0,0,0,0
Kusko,756,4,0.70610003,0,0,0,0
Kusko,807,6,0.70652321,0,0,0,0
Kusko,947,7,0.707001823,0,0,0,0
Kusko,421,3,0.706785326,0,0,0,0
Kusko,425,5,0.706998539,0,0,0,0
Kusko,479,5,0.706970213,0,0,0,0
Kusko,535,3,0.706800553,0,0,0,0
Kusko,557,3,0.706761625,0,0,0,0
Kusko,559,3,0.706651893,0,0,0,0
Kusko,560,3,0.70680255299999994,0,0,0,0
Kusko,561,5,0.706961474,0,0,0,0
Kusko,920,3,0.705890265,0,0,0,0
Kusko,1140,4,0.705300074,43.06988449391571,1.5683560922546074,1.1301190753708384e-5,0.06496254464247747
Kusko,563,5,0.706961474,0,0,0,0
Kusko,775,4,0.706617572,0,0,0,0
Kusko,777,4,0.706377865,0,0,0,0
Kusko,848,4,0.705909067,0,0,0,0
Kusko,507,4,0.706827136,0,0,0,0
Kusko,660,5,0.706965989,0,0,0,0
Kusko,852,4,0.706083864,0,0,0,0
Kusko,925,3,0.70670039,0,0,0,0
Kusko,927,4,0.70583637,0,0,0,0
Kusko,928,7,0.707001823,0,0,0,0
Kusko,929,7,0.707236941,0,0,0,0
Kusko,427,5,0.706810985,0,0,0,0
Kusko,429,5,0.706973514,0,0,0,0
Kusko,440,5,0.706794072,0,0,0,0
Kusko,442,3,0.70680786,0,0,0,0
Kusko,443,5,0.706973514,0,0,0,0
Kusko,452,3,0.705733982,0,0,0,0
Kusko,453,5,0.706794072,0,0,0,0
Kusko,455,3,0.706807588,0,0,0,0
Kusko,457,5,0.706788602,0,0,0,0
Kusko,465,3,0.706808149,0,0,0,0
Kusko,467,4,0.706514775,0,0,0,0
Kusko,489,3,0.706806277,0,0,0,0
Kusko,490,3,0.706815234,0,0,0,0
Kusko,491,3,0.705630818,0,0,0,0
Kusko,498,3,0.706806277,0,0,0,0
Kusko,526,3,0.706623955,0,0,0,0
Kusko,530,5,0.706775313,0,0,0,0
Kusko,543,3,0.706800146,0,0,0,0
Kusko,550,3,0.706786412,0,0,0,0
Kusko,555,5,0.706658175,0,0,0,0
Kusko,565,3,0.706753732,0,0,0,0
Kusko,566,3,0.706761625,0,0,0,0
Kusko,570,3,0.706804172,0,0,0,0
Kusko,673,3,0.705606168,0,0,0,0
Kusko,674,5,0.706970836,0,0,0,0
Kusko,730,3,0.70610003,0,0,0,0
Kusko,794,5,0.705922187,0,0,0,0
Kusko,795,4,0.706077228,0,0,0,0
Kusko,861,3,0.705890265,0,0,0,0
Kusko,931,4,0.70671190800000006,0,0,0,0
Kusko,578,3,0.706451644,0,0,0,0
Kusko,579,5,0.706954218,0,0,0,0
Kusko,604,4,0.706827136,0,0,0,0
Kusko,815,4,0.706083864,0,0,0,0
Kusko,948,7,0.707048355,0,0,0,0
Kusko,949,4,0.706517831,0,0,0,0
Kusko,950,4,0.707167312,0,0,0,0
Kusko,951,3,0.70553865,0,0,0,0
Kusko,627,3,0.706804172,0,0,0,0
Kusko,632,5,0.706962782,0,0,0,0
Kusko,644,3,0.70494971,20.08506554944432,0.7313819223790599,5.270159410505782e-6,0.03029441529120383
Kusko,645,3,0.706970836,0,0,0,0
Kusko,647,5,0.706965989,0,0,0,0
Kusko,667,3,0.706800888,0,0,0,0
Kusko,672,3,0.70680278,0,0,0,0
Kusko,684,3,0.705060619,27.136468470164328,0.9881532339254242,7.120390736284484e-6,0.04093008525902276
Kusko,687,4,0.706818138,0,0,0,0
Kusko,704,3,0.706615436,0,0,0,0
Kusko,707,3,0.706615436,0,0,0,0
Kusko,708,4,0.70681130700000006,0,0,0,0
Kusko,710,3,0.706558514,0,0,0,0
Kusko,712,3,0.706558514,0,0,0,0
Kusko,714,5,0.706970836,0,0,0,0
Kusko,724,4,0.706077228,0,0,0,0
Kusko,725,3,0.70665094,0,0,0,0
Kusko,726,4,0.70681130700000006,0,0,0,0
Kusko,740,3,0.705709221,0,0,0,0
Kusko,741,3,0.70666159,0,0,0,0
Kusko,743,4,0.706821724,0,0,0,0
Kusko,753,3,0.706357993,0,0,0,0
Kusko,758,4,0.70610003,0,0,0,0
Kusko,759,3,0.706476944,0,0,0,0
Kusko,760,8,0.708499273,0,0,0,0
Kusko,761,4,0.706425541,0,0,0,0
Kusko,1022,7,0.706976329,0,0,0,0
Kusko,768,4,0.706717831,0,0,0,0
Kusko,782,4,0.706098256,0,0,0,0
Kusko,785,3,0.706604881,0,0,0,0
Kusko,787,4,0.706696226,0,0,0,0
Kusko,788,4,0.706617572,0,0,0,0
Kusko,798,6,0.70652321,0,0,0,0
Kusko,800,3,0.706700184,0,0,0,0
Kusko,809,4,0.705922187,0,0,0,0
Kusko,810,3,0.705709221,0,0,0,0
Kusko,818,4,0.70672575,0,0,0,0
Kusko,822,4,0.706717831,0,0,0,0
Kusko,823,4,0.706079581,0,0,0,0
Kusko,825,4,0.706719706,0,0,0,0
Kusko,827,4,0.70672575,0,0,0,0
Kusko,828,3,0.706681101,0,0,0,0
Kusko,829,4,0.70674771,0,0,0,0
Kusko,830,6,0.707427656,0,0,0,0
Kusko,832,3,0.706611804,0,0,0,0
Kusko,834,4,0.705909067,0,0,0,0
Kusko,836,5,0.705922187,0,0,0,0
Kusko,837,3,0.707491469,0,0,0,0
Kusko,840,4,0.706073521,0,0,0,0
Kusko,841,4,0.705909067,0,0,0,0
Kusko,842,3,0.706608156,0,0,0,0
Kusko,843,3,0.706681101,0,0,0,0
Kusko,955,3,0.70451102,0,0,0,0
Kusko,956,4,0.707167312,0,0,0,0
Kusko,854,5,0.706983116,0,0,0,0
Kusko,855,4,0.707305682,0,0,0,0
Kusko,862,6,0.706983116,0,0,0,0
Kusko,864,7,0.708499273,0,0,0,0
Kusko,870,4,0.705878729,0,0,0,0
Kusko,873,4,0.705969071,0,0,0,0
Kusko,898,4,0.706670454,0,0,0,0
Kusko,900,4,0.705878729,0,0,0,0
Kusko,901,4,0.706626155,0,0,0,0
Kusko,903,4,0.705890265,0,0,0,0
Kusko,905,4,0.706670454,0,0,0,0
Kusko,910,4,0.706626155,0,0,0,0
Kusko,915,3,0.70670039,0,0,0,0
Kusko,938,7,0.707236941,0,0,0,0
Kusko,940,4,0.70583637,0,0,0,0
Kusko,941,7,0.707048355,0,0,0,0
Kusko,942,4,0.706680172,0,0,0,0
Kusko,1063,7,0.708652216,0,0,0,0
Kusko,4969,3,0.705697638,64.13103475395921,2.3352813744641554,1.682746692969604e-5,0.09672919389326148
Kusko,7421,5,0.707999191,40.90961723999763,1.489691653090412,1.0734354027713291e-5,0.06170420161297247
Kusko,12368,4,0.706942461,32.770600456485795,1.1933157350359644,8.59874158530948e-6,0.04942807764938365
Kusko,11514,3,0.708202588,43.98833241110684,1.6018006534200488,1.1542184088877169e-5,0.0663478447082519
Kusko,1094,4,0.707103504,0,0,0,0
Kusko,1185,5,0.706633094,31.914660018257795,1.162147334733159,8.37414970910898e-6,0.04813705795933682
Kusko,1187,3,0.706575471,0,0,0,0
Kusko,1260,3,0.706544545,34.0252815901696,1.239003965291792,8.927959808052633e-6,0.05132052013249555
Kusko,945,3,0.70553865,0,0,0,0
Kusko,959,4,0.707136072,0,0,0,0
Kusko,1219,3,0.706684297,0,0,0,0
Kusko,963,7,0.707001823,0,0,0,0
Kusko,967,7,0.708614401,0,0,0,0
Kusko,973,3,0.70451869,0,0,0,0
Kusko,974,3,0.70451869,0,0,0,0
Kusko,979,7,0.707204397,0,0,0,0
Kusko,981,3,0.70583637,0,0,0,0
Kusko,1107,3,0.706525655,34.13311184561422,1.2429305195429379,8.956253598484621e-6,0.05148316110229246
Kusko,1257,3,0.706950492,0,0,0,0
Kusko,1352,3,0.706720922,0,0,0,0
Kusko,1353,7,0.70867633,0,0,0,0
Kusko,1434,3,0.706687751,0,0,0,0
Kusko,995,7,0.70734298,0,0,0,0
Kusko,997,6,0.706527896,0,0,0,0
Kusko,1231,3,0.706719267,0,0,0,0
Kusko,1232,3,0.706686887,0,0,0,0
Kusko,1298,3,0.706954499,0,0,0,0
Kusko,1303,3,0.706620493,0,0,0,0
Kusko,1304,3,0.704783003,12.996390349541795,0.4732533699945787,3.4101481389060823e-6,0.019602527338851802
Kusko,1006,4,0.707127327,0,0,0,0
Kusko,1009,7,0.707219142,0,0,0,0
Kusko,1011,7,0.70734298,0,0,0,0
Kusko,1014,3,0.70509951,30.041584631631867,1.093940762359325,7.882669815697006e-6,0.04531188800933145
Kusko,1031,3,0.704440392,0,0,0,0
Kusko,1033,4,0.707186265,0,0,0,0
Kusko,1044,3,0.70462852,0,0,0,0
Kusko,1092,3,0.704440392,0,0,0,0
Kusko,1102,6,0.706527896,0,0,0,0
Kusko,1117,3,0.705300074,43.06988449391571,1.5683560922546074,1.1301190753708384e-5,0.06496254464247747
Kusko,1120,7,0.707186265,0,0,0,0
Kusko,1123,7,0.708652216,0,0,0,0
Kusko,1308,3,0.707135833,0,0,0,0
Kusko,1175,5,0.705300074,43.06988449391571,1.5683560922546074,1.1301190753708384e-5,0.06496254464247747
Kusko,1198,7,0.70735925,0,0,0,0
Kusko,1202,6,0.706821414,0,0,0,0
Kusko,1208,6,0.706850356,0,0,0,0
Kusko,1216,7,0.706969331,0,0,0,0
Kusko,1225,6,0.706862598,0,0,0,0
Kusko,1227,3,0.706719267,0,0,0,0
Kusko,1228,3,0.706575471,0,0,0,0
Kusko,1229,3,0.706753599,0,0,0,0
Kusko,1233,5,0.704953405,20.126803189657494,0.7329017658398407,5.281111031091748e-6,0.030357368404440133
Kusko,1239,3,0.706620493,0,0,0,0
Kusko,1240,3,0.706684297,0,0,0,0
Kusko,1250,3,0.704783003,12.996390349541795,0.4732533699945787,3.4101481389060823e-6,0.019602527338851802
Kusko,1324,3,0.706649997,0,0,0,0
Kusko,1325,3,0.706720922,0,0,0,0
Kusko,4922,3,0.708203914,0,0,0,0
Kusko,11509,5,0.709245371,52.8461428786607,1.9243508801982798,1.3866402203930675e-5,0.07970812915513403
Kusko,12436,3,0.707039483,32.79350114368126,1.1941496456141296,8.604750541159444e-6,0.049462618882353274
Kusko,12438,7,0.709199393,54.17950660741551,1.9729042754942283,1.4216266105814663e-5,0.08171924903092871
Kusko,12439,7,0.709187766,53.38942969841587,1.9441342439945077,1.4008956289138312e-5,0.08052757166575884
Kusko,6310,5,0.707355425,38.17099990327564,1.3899670488832945,1.0015762898728951e-5,0.0575735299595438
Kusko,6311,3,0.708280367,0,0,0,0
Kusko,6315,3,0.708280367,0,0,0,0
Kusko,8419,4,0.706513692,35.32753600952469,1.2864245394646707,9.26966087774254e-6,0.05328471766511652
Kusko,8421,3,0.707184128,0,0,0,0
Kusko,8423,3,0.707662245,0,0,0,0
Kusko,8428,4,0.707381459,0,0,0,0
Kusko,11749,5,0.709149083,54.38523498422515,1.9803957131172993,1.4270247574701698e-5,0.08202955027783845
Kusko,11754,3,0.709168145,54.35131948199663,1.979160706681434,1.4261348420113847e-5,0.08197839533852341
Kusko,2111,3,0.706844723,0,0,0,0
Kusko,2114,3,0.705110607,30.778671560964018,1.1207812052748993,8.076075488554676e-6,0.04642364029552323
Kusko,2115,4,0.706797243,0,0,0,0
Kusko,1333,5,0.706611761,31.858704327589418,1.1601097521069863,8.359467386613127e-6,0.04805265968207748
Kusko,1337,6,0.706884075,0,0,0,0
Kusko,11490,4,0.706846009,32.87056741443534,1.1969559534708776,8.62497210981937e-6,0.049578858364142414
Kusko,1261,4,0.707106058,0,0,0,0
Kusko,1262,3,0.706694115,0,0,0,0
Kusko,1263,3,0.705233264,39.11980323706535,1.424516978756238,1.0264721250693573e-5,0.059004615267816495
Kusko,1266,3,0.707135833,0,0,0,0
Kusko,1285,3,0.706744032,0,0,0,0
Kusko,1289,5,0.706611761,31.858704327589418,1.1601097521069863,8.359467386613127e-6,0.04805265968207748
Kusko,1294,7,0.706969331,0,0,0,0
Kusko,1295,3,0.70673741,0,0,0,0
Kusko,1770,3,0.704452058,2.2151340315588546,0.08066236987579134,5.812333264839401e-7,0.0033410988932311017
Kusko,13434,3,0.710171699,25.35418048280215,0.923252613550495,6.652732725126635e-6,0.0382418504447148
Kusko,13436,4,0.707806262,41.65086413454274,1.5166835778792715,1.0928851241933395e-5,0.06282222839766903
Kusko,1345,4,0.705300074,43.06988449391571,1.5683560922546074,1.1301190753708384e-5,0.06496254464247747
Kusko,1435,3,0.706687751,0,0,0,0
Kusko,1436,3,0.705485937,59.6716986741912,2.1728981456653194,1.5657373063308455e-5,0.09000315265675286
Kusko,1310,3,0.706694115,0,0,0,0
Kusko,1805,7,0.707394939,0,0,0,0
Kusko,1809,3,0.706599181,32.516989130395835,1.1840806773381862,8.53219601623909e-6,0.04904555428563318
Kusko,4958,4,0.705041009,24.672314355492393,0.8984229928669432,6.4738165459038044e-6,0.03721338799917908
Kusko,1312,6,0.706888129,0,0,0,0
Kusko,1314,6,0.706573059,0,0,0,0
Kusko,1315,6,0.706884075,0,0,0,0
Kusko,1365,3,0.706808961,0,0,0,0
Kusko,1447,3,0.707114542,0,0,0,0
Kusko,1783,3,0.706830092,0,0,0,0
Kusko,4951,3,0.705406618,53.438800164225796,1.9459320308179526,1.402191070167676e-5,0.08060203741199623
Kusko,4952,3,0.707704313,0,0,0,0
Kusko,12335,5,0.708993464,54.98674500996284,2.0022992293329325,1.442807896015828e-5,0.08293681117159363
Kusko,12336,4,0.706622851,31.890468779976068,1.1612664297485242,8.367802123049657e-6,0.048100570181036514
Kusko,12337,7,0.708154063,0,0,0,0
Kusko,1400,3,0.70441594,0.7549810215046039,0.027492042259380144,1.981009385028289e-7,0.0011387420442384635
Kusko,1401,3,0.70695481,0,0,0,0
Kusko,7427,3,0.706316643,44.33941133004025,1.614584917131022,1.163430436918655e-5,0.06687737898056847
Kusko,11506,5,0.709277488,52.17403282225811,1.899876519191496,1.3690045939126568e-5,0.07869438184522706
Kusko,1424,3,0.70694729,0,0,0,0
Kusko,1427,3,0.706642559,0,0,0,0
Kusko,1440,7,0.706976487,0,0,0,0
Kusko,1452,7,0.707257999,0,0,0,0
Kusko,1453,3,0.704545552,6.030550963014676,0.2195977874942305,1.582367995266303e-6,0.00909591332219427
Kusko,1459,4,0.706138931,55.49718266204969,2.020886416430675,1.4562013688377101e-5,0.08370670710120956
Kusko,1756,3,0.704561477,6.125797533082772,0.22306611670355905,1.6073599280198741e-6,0.00923957424984235
Kusko,1758,7,0.70870104,0,0,0,0
Kusko,1760,3,0.70621078,51.10012257264613,1.8607709190185593,1.3408260540214199e-5,0.07707459708489672
Kusko,1814,3,0.704469919,0,0,0,0
Kusko,1817,3,0.704469919,3.4927285535427908,0.1271849732105571,9.164638377446095e-7,0.005268101766458927
Kusko,1819,3,0.704485958,3.551470536654646,0.1293240164925889,9.318772609334266e-7,0.005356702623998505
Kusko,11535,3,0.707690122,43.40509975783717,1.5805626933998282,1.1389148538727898e-5,0.06546815167632995
Kusko,12352,3,0.706663702,29.542959864183118,1.0757837321985462,7.751834693251812e-6,0.044559809518853716
Kusko,1767,4,0.706850788,0,0,0,0
Kusko,1772,5,0.705063036,27.170455853627985,0.9893908578601377,7.129308751929418e-6,0.040981348617201735
Kusko,1775,4,0.706702954,0,0,0,0
Kusko,1784,3,0.704461991,3.463362364125498,0.1261156264356564,9.087583861926964e-7,0.0052238085807813596
Kusko,1785,3,0.704561477,6.125797533082772,0.22306611670355905,1.6073599280198741e-6,0.00923957424984235
Kusko,1787,4,0.706702954,0,0,0,0
Kusko,1788,6,0.707290344,0,0,0,0
Kusko,1789,3,0.704452058,0,0,0,0
Kusko,1790,6,0.706964263,0,0,0,0
Kusko,1793,3,0.70714471,0,0,0,0
Kusko,4904,3,0.707659902,43.41369488805736,1.5808756783312472,1.139140383166199e-5,0.06548111575870903
Kusko,4905,3,0.705697638,64.13103475395921,2.3352813744641554,1.682746692969604e-5,0.09672919389326148
Kusko,4906,3,0.706584359,0,0,0,0
Kusko,4910,3,0.705211749,38.099199111712316,1.3873524793250003,9.996922949394075e-6,0.05746523242909752
Kusko,4912,3,0.705794884,63.30593305368978,2.3052359426374225,1.6610966889922977e-5,0.0954846884419894
Kusko,4914,3,0.706728971,0,0,0,0
Kusko,4930,3,0.706849034,0,0,0,0
Kusko,4936,4,0.707815459,0,0,0,0
Kusko,4937,7,0.708950812,0,0,0,0
Kusko,4943,3,0.706910884,0,0,0,0
Kusko,4944,3,0.707548347,45.64902885033416,1.6622736128545148,1.1977937457251386e-5,0.06885268231899935
Kusko,13416,4,0.706548374,34.704401312476996,1.263733577789395,9.106155352725744e-6,0.05234484016019874
Kusko,1502,3,0.70662552,31.89724909113868,1.1615133294661395,8.369581222081813e-6,0.048110796961808436
Kusko,4964,3,0.706834425,32.17442619138669,1.1716065163626317,8.442310260463723e-6,0.04852886471286723
Kusko,4965,7,0.708950812,0,0,0,0
Kusko,7433,7,0.708533911,45.12966213461854,1.6433612809019664,1.1841659814661972e-5,0.06806931863339999
Kusko,7440,5,0.70781397,42.43496317842461,1.5452359301052652,1.1134592514955874e-5,0.06400488931586804
Kusko,7441,3,0.707552702,0,0,0,0
Kusko,7443,3,0.705897116,0,0,0,0
Kusko,7445,3,0.708837095,49.4054311771726,1.7990600598924378,1.2963587169157911e-5,0.07451848469390057
Kusko,7453,3,0.708837095,49.4054311771726,1.7990600598924378,1.2963587169157911e-5,0.07451848469390057
Kusko,7455,5,0.707999191,40.90961723999763,1.489691653090412,1.0734354027713291e-5,0.06170420161297247
Kusko,7461,5,0.707042259,0,0,0,0
Kusko,7463,5,0.706946002,32.78601238629656,1.1938769483825091,8.602785551545306e-6,0.04945132354823208
Kusko,7464,3,0.705834519,63.326442428645485,2.305982775454322,1.661634838470378e-5,0.0955156228455014
Kusko,7477,3,0.707290961,0,0,0,0
Kusko,7478,3,0.705083777,0,0,0,0
Kusko,13399,5,0.709352451,52.59137809512547,1.9150738202515358,1.3799553976918003e-5,0.07932386602514871
Kusko,13401,3,0.705869784,64.47210516897775,2.347701186348204,1.6916961059198883e-5,0.0972436322838497
Kusko,11481,6,0.707481491,0,0,0,0
Kusko,11482,4,0.706903198,0,0,0,0
Kusko,11483,5,0.709277488,52.17403282225811,1.899876519191496,1.3690045939126568e-5,0.07869438184522706
Kusko,11500,5,0.709245371,52.8461428786607,1.9243508801982798,1.3866402203930675e-5,0.07970812915513403
Kusko,11512,6,0.708202588,43.98833241110684,1.6018006534200488,1.1542184088877169e-5,0.0663478447082519
Kusko,11517,5,0.709245371,52.8461428786607,1.9243508801982798,1.3866402203930675e-5,0.07970812915513403
Kusko,12329,3,0.706446865,38.88004053804223,1.415786207960662,1.0201809449811753e-5,0.0586429798647522
Kusko,12330,3,0.706845255,0,0,0,0
Kusko,12375,3,0.709405932,0,0,0,0
Kusko,1590,4,0.706241706,48.81016469129395,1.7773838972880391,1.2807394038267237e-5,0.07362064096579571
Kusko,1591,4,0.705532707,62.87617001550006,2.289586458384315,1.6498200530538813e-5,0.09483647447805295
Kusko,1479,7,0.70867633,0,0,0,0
Kusko,1482,7,0.707257999,0,0,0,0
Kusko,1484,4,0.704949768,20.085724240982945,0.7314059081152572,5.270332245859611e-6,0.030295408799289266
Kusko,11523,5,0.709752295,42.4077328697886,1.5442443597552382,1.1127447501315977e-5,0.06396381769096864
Kusko,11527,5,0.709234523,53.54213443115239,1.949694867170483,1.4049024780937805e-5,0.08075789705748158
Kusko,11530,3,0.707777753,40.43128125902585,1.472273423189943,1.060884251940897e-5,0.060982724811186016
Kusko,11537,4,0.706846009,32.87056741443534,1.1969559534708776,8.62497210981937e-6,0.049578858364142414
Kusko,12332,6,0.707310637,0,0,0,0
