"basin","reachid","stream_order","year_earlier","year_later","upstream_length_km","length_bin","mean_catchment_share","pct_change","tributary_order","tributary_length_bin"
"Kuskokwim",10046,3,2019,2022,52.3206119839168,4,0.00104515997227221,20.3807164024343,3,4
"Kuskokwim",10046,3,2017,2019,52.3206119839168,4,0.00104515997227221,-9.03768119261928,3,4
"Kuskokwim",10046,3,2018,2019,52.3206119839168,4,0.00104515997227221,-12.2932250433897,3,4
"Kuskokwim",10046,3,2018,2022,52.3206119839168,4,0.00104515997227221,8.13846761398613,3,4
"Kuskokwim",10046,3,2019,2021,52.3206119839168,4,0.00104515997227221,3.86103662594153,3,4
"Kuskokwim",10046,3,2017,2021,52.3206119839168,4,0.00104515997227221,-5.18116446146326,3,4
"Kuskokwim",10046,3,2018,2020,52.3206119839168,4,0.00104515997227221,-21.4794085644398,3,4
"Kuskokwim",10046,3,2017,2020,52.3206119839168,4,0.00104515997227221,-18.2467845627488,3,4
"Kuskokwim",10046,3,2021,2022,52.3206119839168,4,0.00104515997227221,16.5522424620339,3,4
"Kuskokwim",10046,3,2017,2018,52.3206119839168,4,0.00104515997227221,3.26461149272554,3,4
"Kuskokwim",10046,3,2018,2021,52.3206119839168,4,0.00104515997227221,-8.44220606413877,3,4
"Kuskokwim",10046,3,2020,2022,52.3206119839168,4,0.00104515997227221,29.4890022563299,3,4
"Kuskokwim",10046,3,2017,2022,52.3206119839168,4,0.00104515997227221,11.3955099426645,3,4
"Kuskokwim",10046,3,2019,2020,52.3206119839168,4,0.00104515997227221,-9.2472270568345,3,4
"Kuskokwim",10046,3,2020,2021,52.3206119839168,4,0.00104515997227221,13.0965737195926,3,4
"Kuskokwim",10076,3,2018,2022,97.9949392607555,5,0.00340816780273463,2.07343839787011,3,5
"Kuskokwim",10076,3,2019,2020,97.9949392607555,5,0.00340816780273463,-0.220984309689816,3,5
"Kuskokwim",10076,3,2017,2020,97.9949392607555,5,0.00340816780273463,12.8393456740318,3,5
"Kuskokwim",10076,3,2018,2021,97.9949392607555,5,0.00340816780273463,7.77552016549879,3,5
"Kuskokwim",10076,3,2017,2018,97.9949392607555,5,0.00340816780273463,-4.30567437080982,3,5
"Kuskokwim",10076,3,2021,2022,97.9949392607555,5,0.00340816780273463,-5.70438092721382,3,5
"Kuskokwim",10076,3,2018,2019,97.9949392607555,5,0.00340816780273463,17.3407015287812,3,5
"Kuskokwim",10076,3,2019,2021,97.9949392607555,5,0.00340816780273463,-9.59753296118891,3,5
"Kuskokwim",10076,3,2017,2022,97.9949392607555,5,0.00340816780273463,-2.23273429414767,3,5
"Kuskokwim",10076,3,2020,2021,97.9949392607555,5,0.00340816780273463,-9.3770458468962,3,5
"Kuskokwim",10076,3,2017,2021,97.9949392607555,5,0.00340816780273463,3.47275238928272,3,5
"Kuskokwim",10076,3,2019,2022,97.9949392607555,5,0.00340816780273463,-15.2809987914799,3,5
"Kuskokwim",10076,3,2020,2022,97.9949392607555,5,0.00340816780273463,-15.0612859785093,3,5
"Kuskokwim",10076,3,2017,2019,97.9949392607555,5,0.00340816780273463,13.0594036495505,3,5
"Kuskokwim",10076,3,2018,2020,97.9949392607555,5,0.00340816780273463,17.1213574549619,3,5
"Kuskokwim",10078,3,2019,2021,24.2518619147377,3,0.000380292616155613,-6.4739123789698,3,2
"Kuskokwim",10078,3,2017,2020,24.2518619147377,3,0.000380292616155613,14.767708851353,3,2
"Kuskokwim",10078,3,2018,2019,24.2518619147377,3,0.000380292616155613,13.7109984325956,3,2
"Kuskokwim",10078,3,2018,2022,24.2518619147377,3,0.000380292616155613,-3.67111860383992,3,2
"Kuskokwim",10078,3,2021,2022,24.2518619147377,3,0.000380292616155613,-10.9170328818938,3,2
"Kuskokwim",10078,3,2018,2021,24.2518619147377,3,0.000380292616155613,7.25318155299402,3,2
"Kuskokwim",10078,3,2019,2022,24.2518619147377,3,0.000380292616155613,-17.3602714344536,3,2
"Kuskokwim",10078,3,2020,2022,24.2518619147377,3,0.000380292616155613,-21.7233545446113,3,2
"Kuskokwim",10078,3,2017,2022,24.2518619147377,3,0.000380292616155613,-7.01188171652317,3,2
"Kuskokwim",10078,3,2018,2020,24.2518619147377,3,0.000380292616155613,18.0882990397516,3,2
"Kuskokwim",10078,3,2017,2019,24.2518619147377,3,0.000380292616155613,10.379978111399,3,2
"Kuskokwim",10078,3,2017,2018,24.2518619147377,3,0.000380292616155613,-3.34291439923112,3,2
"Kuskokwim",10078,3,2019,2020,24.2518619147377,3,0.000380292616155613,4.40461014140454,3,2
"Kuskokwim",10078,3,2020,2021,24.2518619147377,3,0.000380292616155613,-10.8707730017322,3,2
"Kuskokwim",10078,3,2017,2021,24.2518619147377,3,0.000380292616155613,3.91263887465125,3,2
"Kuskokwim",1014,3,2020,2021,151.569472729042,6,0.00124381464278429,22.3853864098738,3,5
"Kuskokwim",1014,3,2019,2022,151.569472729042,6,0.00124381464278429,29.2985994067555,3,5
"Kuskokwim",1014,3,2021,2022,151.569472729042,6,0.00124381464278429,2.57803033442067,3,5
"Kuskokwim",1014,3,2018,2022,151.569472729042,6,0.00124381464278429,-31.9140502239221,3,5
"Kuskokwim",1014,3,2017,2022,151.569472729042,6,0.00124381464278429,-4.42946942723391,3,5
"Kuskokwim",1014,3,2017,2020,151.569472729042,6,0.00124381464278429,-29.2761086384795,3,5
"Kuskokwim",1014,3,2017,2019,151.569472729042,6,0.00124381464278429,-33.6189943179508,3,5
"Kuskokwim",1014,3,2017,2021,151.569472729042,6,0.00124381464278429,-7.0054998129073,3,5
"Kuskokwim",1014,3,2018,2020,151.569472729042,6,0.00124381464278429,-55.7330613790832,3,5
"Kuskokwim",1014,3,2020,2022,151.569472729042,6,0.00124381464278429,24.9274525342651,3,5
"Kuskokwim",1014,3,2019,2020,151.569472729042,6,0.00124381464278429,4.45244171793467,3,5
"Kuskokwim",1014,3,2017,2018,151.569472729042,6,0.00124381464278429,27.5820573801722,3,5
"Kuskokwim",1014,3,2019,2021,151.569472729042,6,0.00124381464278429,26.7711214347284,3,5
"Kuskokwim",1014,3,2018,2019,151.569472729042,6,0.00124381464278429,-59.8144319948854,3,5
"Kuskokwim",1014,3,2018,2021,151.569472729042,6,0.00124381464278429,-34.4212799529009,3,5
"Kuskokwim",10158,3,2021,2022,63.6189454755383,4,0.0022487542175796,16.4627436546621,3,4
"Kuskokwim",10158,3,2019,2022,63.6189454755383,4,0.0022487542175796,20.3523079167182,3,4
"Kuskokwim",10158,3,2018,2019,63.6189454755383,4,0.0022487542175796,-20.0288488144834,3,4
"Kuskokwim",10158,3,2017,2018,63.6189454755383,4,0.0022487542175796,6.85292660397819,3,4
"Kuskokwim",10158,3,2018,2020,63.6189454755383,4,0.0022487542175796,-24.9589217669282,3,4
"Kuskokwim",10158,3,2020,2021,63.6189454755383,4,0.0022487542175796,8.91052374288763,3,4
"Kuskokwim",10158,3,2017,2022,63.6189454755383,4,0.0022487542175796,7.17931401651784,3,4
"Kuskokwim",10158,3,2019,2021,63.6189454755383,4,0.0022487542175796,3.92241990522466,3,4
"Kuskokwim",10158,3,2018,2021,63.6189454755383,4,0.0022487542175796,-16.1381248138712,3,4
"Kuskokwim",10158,3,2018,2022,63.6189454755383,4,0.0022487542175796,0.326789357829182,3,4
"Kuskokwim",10158,3,2019,2020,63.6189454755383,4,0.0022487542175796,-4.99246610673198,3,4
"Kuskokwim",10158,3,2017,2019,63.6189454755383,4,0.0022487542175796,-13.2212898207119,3,4
"Kuskokwim",10158,3,2017,2021,63.6189454755383,4,0.0022487542175796,-9.31094142310195,3,4
"Kuskokwim",10158,3,2017,2020,63.6189454755383,4,0.0022487542175796,-18.1837496305335,3,4
"Kuskokwim",10158,3,2020,2022,63.6189454755383,4,0.0022487542175796,25.2805562234088,3,4
"Kuskokwim",10175,3,2021,2022,117.087385482122,5,0.00438902982623123,16.2573501158892,3,5
