"OtoNum","Fish_id","natal_iso","natal_isose","natal_start","natal_end","Date","DOY","Year","Watershed","Lower","Middle","Upper","OriginalDate","Month","dailyCPUEprop","oto_catch_daily","OtoPropDaily","COratio"
1,"2015_yk_001",0.710401645831853,0.000915706913501201,354.903019344895,480.578755067583,2015-05-28,148,2015,"Yukon",1e-04,0.328,0.6719,"2015-05-28",5,0.00425106276569142,2,0.00921658986175115,0.461240310077519
2,"2015_yk_002",0.72389415836701,0.00114912364173843,718.032114496373,795.563158443763,2015-05-28,148,2015,"Yukon",2e-04,0.0562,0.9436,"2015-05-28",5,0.00425106276569142,2,0.00921658986175115,0.461240310077519
NA,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA,NA,0.00100025006251563,NA,0,NA
6,"2015_yk_006",0.707341973268616,0.000727503253402742,787.397766009972,870.151395147042,2015-05-30,150,2015,"Yukon",0,0.9389,0.0611,"2015-05-30",5,0.00525131282820705,1,0.00460829493087558,1.13953488372093
NA,NA,NA,NA,NA,NA,NA,151,NA,NA,NA,NA,NA,NA,NA,0.00525131282820705,NA,0,NA
10,"2015_yk_010",0.712405958041054,0.00110555726069344,252.014525596374,374.072201223509,2015-06-01,152,2015,"Yukon",0,0.0308,0.9692,"2015-06-01",6,0.0125031257814454,4,0.0184331797235023,0.678294573643411
11,"2015_yk_011",0.7227242081472,0.00128582019954529,534.814886584886,777.730136291167,2015-06-01,152,2015,"Yukon",0,0.94,0.06,"2015-06-01",6,0.0125031257814454,4,0.0184331797235023,0.678294573643411
12,"2015_yk_012",0.710505565170433,0.000914899757965324,725.83448653284,870.28482562975,2015-06-01,152,2015,"Yukon",0,0,1,"2015-06-01",6,0.0125031257814454,4,0.0184331797235023,0.678294573643411
13,"2015_yk_013",0.710266142280739,0.000775702865756554,588.617014449707,730.907021592178,2015-06-01,152,2015,"Yukon",0,1e-04,0.9999,"2015-06-01",6,0.0125031257814454,4,0.0184331797235023,0.678294573643411
16,"2015_yk_016",0.727811479528522,0.000879943699410477,676.454335307824,839.245527124855,2015-06-02,153,2015,"Yukon",0,0.1788,0.8212,"2015-06-02",6,0.0105026256564141,2,0.00921658986175115,1.13953488372093
17,"2015_yk_017",0.720265857337399,0.00113837153521367,714.385431977353,872.472776089604,2015-06-02,153,2015,"Yukon",0.3733,0.3634,0.2634,"2015-06-02",6,0.0105026256564141,2,0.00921658986175115,1.13953488372093
NA,NA,NA,NA,NA,NA,NA,154,NA,NA,NA,NA,NA,NA,NA,0.00625156289072268,NA,0,NA
25,"2015_yk_025",0.722309658190421,0.00117375026712743,727.035807109234,894.515345398233,2015-06-04,155,2015,"Yukon",0.0553,0.9444,3e-04,"2015-06-04",6,0.00825206301575394,2,0.00921658986175115,0.895348837209302
27,"2015_yk_027",0.72698076565492,0.00107060063690201,470.041590175553,624.373478166426,2015-06-04,155,2015,"Yukon",0,0.0904,0.9096,"2015-06-04",6,0.00825206301575394,2,0.00921658986175115,0.895348837209302
32,"2015_yk_032",0.715750220197781,0.0013470472533083,645.74894910566,752.623682047585,2015-06-05,156,2015,"Yukon",0.2717,0.6427,0.0855,"2015-06-05",6,0.0220055013753438,5,0.0230414746543779,0.955038759689923
33,"2015_yk_033",0.717014633305181,0.00118278308932107,610.196522852623,794.717910552244,2015-06-05,156,2015,"Yukon",0.9554,0.0446,0,"2015-06-05",6,0.0220055013753438,5,0.0230414746543779,0.955038759689923
34,"2015_yk_034",0.714951484202059,0.00113080011883913,669.515060826517,776.017647295578,2015-06-05,156,2015,"Yukon",0,3e-04,0.9997,"2015-06-05",6,0.0220055013753438,5,0.0230414746543779,0.955038759689923
35,"2015_yk_035",0.729648599433416,0.000718377196616146,433.493354847606,604.385051219466,2015-06-05,156,2015,"Yukon",0,1,0,"2015-06-05",6,0.0220055013753438,5,0.0230414746543779,0.955038759689923
40,"2015_yk_040",0.721164773659446,0.00108274809677715,503.072662215008,587.071855761681,2015-06-05,156,2015,"Yukon",0,1,0,"2015-06-05",6,0.0220055013753438,5,0.0230414746543779,0.955038759689923
48,"2015_yk_048",0.713753684424821,0.000973182594457023,564.802238083299,744.458364881912,2015-06-06,157,2015,"Yukon",0,0.9946,0.0054,"2015-06-06",6,0.0257564391097775,15,0.0691244239631336,0.372609819121447
51,"2015_yk_051a",0.724805318934436,0.000907154097784499,452.025750012887,529.369226260286,2015-06-06,157,2015,"Yukon",0.0037,0.1621,0.8342,"2015-06-06",6,0.0257564391097775,15,0.0691244239631336,0.372609819121447
52,"2015_yk_052b",0.712258759428554,0.00128046208152104,570.471117668453,671.162617566328,2015-06-06,157,2015,"Yukon",0.9999,1e-04,0,"2015-06-06",6,0.0257564391097775,15,0.0691244239631336,0.372609819121447
52,"2015_yk_052",0.71147033015127,0.00341482522772103,369.283060499061,498.288917439119,2015-06-06,157,2015,"Yukon",0.9999,1e-04,0,"2015-06-06",6,0.0257564391097775,15,0.0691244239631336,0.372609819121447
56,"2015_yk_056a",0.70917808321133,0.000809417894756423,516.963703961361,772.079520385853,2015-06-06,157,2015,"Yukon",0,3e-04,0.9997,"2015-06-06",6,0.0257564391097775,15,0.0691244239631336,0.372609819121447
56,"2015_yk_056",0.708741267992016,0.00160884988152583,577.845021621282,652.71534157398,2015-06-06,157,2015,"Yukon",0,3e-04,0.9997,"2015-06-06",6,0.0257564391097775,15,0.0691244239631336,0.372609819121447
62,"2015_yk_062",0.714575459414563,0.001941172327291,407.10260320072,474.08251178841,2015-06-06,157,2015,"Yukon",NA,NA,NA,"2015-06-06",6,0.0257564391097775,15,0.0691244239631336,0.372609819121447
62,"2015_yk_062a",0.715026156217734,0.000960360725138414,272.214872357682,466.967797288469,2015-06-06,157,2015,"Yukon",NA,NA,NA,"2015-06-06",6,0.0257564391097775,15,0.0691244239631336,0.372609819121447
65,"2015_yk_065",0.713330287259111,0.00157493266262879,772.211500005307,922.927409574261,2015-06-06,157,2015,"Yukon",NA,NA,NA,"2015-06-06",6,0.0257564391097775,15,0.0691244239631336,0.372609819121447
65,"2015_yk_065a",0.712640769618793,0.000894260512919667,566.027136739543,602.924801904394,2015-06-06,157,2015,"Yukon",NA,NA,NA,"2015-06-06",6,0.0257564391097775,15,0.0691244239631336,0.372609819121447
66,"2015_yk_066",0.724478625380608,0.000782985617262738,465.866454865475,561.507714339464,2015-06-06,157,2015,"Yukon",NA,NA,NA,"2015-06-06",6,0.0257564391097775,15,0.0691244239631336,0.372609819121447
68,"2015_yk_068",0.711759122687128,0.00215412662537315,608.843016692744,684.060887086783,2015-06-06,157,2015,"Yukon",NA,NA,NA,"2015-06-06",6,0.0257564391097775,15,0.0691244239631336,0.372609819121447
68,"2015_yk_068a",0.712715129856829,0.00185224863612578,218.923802909707,429.905182759484,2015-06-06,157,2015,"Yukon",NA,NA,NA,"2015-06-06",6,0.0257564391097775,15,0.0691244239631336,0.372609819121447
68,"2015_yk_068b",0.712282992498449,0.00142520508304601,554.824248965214,593.799580264145,2015-06-06,157,2015,"Yukon",NA,NA,NA,"2015-06-06",6,0.0257564391097775,15,0.0691244239631336,0.372609819121447
69,"2015_yk_069",0.714170299353442,0.00118831046257809,662.945505464869,852.409398628852,2015-06-06,157,2015,"Yukon",NA,NA,NA,"2015-06-06",6,0.0257564391097775,15,0.0691244239631336,0.372609819121447
77,"2015_yk_077",0.707897589824785,0.000401292225337458,742.066976170006,878.766810181233,2015-06-07,158,2015,"Yukon",NA,NA,NA,"2015-06-07",6,0.013503375843961,5,0.0230414746543779,0.586046511627907
80,"2015_yk_080",0.724144995180831,0.000802290640331191,828.75930668676,1014.98259616561,2015-06-07,158,2015,"Yukon",NA,NA,NA,"2015-06-07",6,0.013503375843961,5,0.0230414746543779,0.586046511627907
82,"2015_yk_082",0.710721652915668,0.00083073776075747,457.860144889866,681.92578417943,2015-06-07,158,2015,"Yukon",0,0.2819,0.7181,"2015-06-07",6,0.013503375843961,5,0.0230414746543779,0.586046511627907
84,"2015_yk_084",0.716557601842655,0.000798584624799515,784.562586585246,923.053556043358,2015-06-07,158,2015,"Yukon",0,0.3868,0.6132,"2015-06-07",6,0.013503375843961,5,0.0230414746543779,0.586046511627907
101,"2015_yk_101",0.71077664701926,0.000923587784116522,428.811803021269,656.519625330264,2015-06-07,158,2015,"Yukon",0,0.0018,0.9982,"2015-06-07",6,0.013503375843961,5,0.0230414746543779,0.586046511627907
